Type	Chr	initial_guess	pass_filter
ALU	chr8	41270481	True
ALU	chr8	42039968	True
ALU	chr8	52133109	False
ALU	chr8	53791076	True
ALU	chr8	59615992	True
ALU	chr8	61526888	False
ALU	chr8	68981779	True
ALU	chr8	70072793	False
ALU	chr8	70935901	False
ALU	chr8	71914575	True
ALU	chr8	72205970	True
ALU	chr8	73095260	False
ALU	chr8	74326016	True
ALU	chr8	75215870	False
ALU	chr8	75375271	True
ALU	chr8	75448845	True
ALU	chr8	80208250	True
ALU	chr8	81871712	False
ALU	chr8	81872189	False
ALU	chr8	84171358	True
ALU	chr8	85437259	True
ALU	chr8	87079550	False
ALU	chr8	87770078	True
ALU	chr8	90669980	True
ALU	chr8	94162486	True
ALU	chr8	94666583	True
ALU	chr8	96467843	True
ALU	chr8	96783463	False
ALU	chr8	101268789	False
ALU	chr8	101453140	True
ALU	chr8	106664413	False
ALU	chr8	107207906	True
ALU	chr8	107556989	False
ALU	chr8	108123100	True
ALU	chr8	108270146	False
ALU	chr8	110079103	True
ALU	chr8	110101576	False
ALU	chr8	110349364	True
ALU	chr8	110370879	True
ALU	chr8	111313612	False
ALU	chr8	114792973	True
ALU	chr8	115604439	True
ALU	chr8	117047019	True
ALU	chr8	122155276	True
ALU	chr8	122280571	True
ALU	chr8	122394648	True
ALU	chr8	124654355	False
ALU	chr8	125518136	True
ALU	chr8	125890036	True
ALU	chr8	126024143	True
ALU	chr8	127119342	True
ALU	chr8	127865445	True
ALU	chr8	128356623	True
ALU	chr8	128964960	False
ALU	chr8	129244995	True
ALU	chr8	129465217	False
ALU	chr8	130936569	True
ALU	chr8	131479122	False
ALU	chr8	132354025	True
ALU	chr8	132378012	False
ALU	chr8	132393307	True
ALU	chr8	138295193	True
ALU	chr8	138969060	False
ALU	chr8	139325975	True
ALU	chr8	142940141	True
ALU	chr8	145570759	False
ALU	chr8	145920312	False
ALU	chr9	755224	True
ALU	chr9	848929	True
ALU	chr9	1045084	False
ALU	chr9	2695224	False
ALU	chr9	4814285	True
ALU	chr9	6730156	True
ALU	chr9	6780321	True
ALU	chr9	7035422	True
ALU	chr9	7852514	True
ALU	chr9	16682329	True
ALU	chr9	16896206	True
ALU	chr9	16900271	False
ALU	chr9	20986293	False
ALU	chr9	21038556	True
ALU	chr9	21261985	True
ALU	chr9	22288805	True
ALU	chr9	22395762	True
ALU	chr9	23329061	True
ALU	chr9	23704153	True
ALU	chr9	28960643	True
ALU	chr9	34052241	True
ALU	chr9	34115463	False
ALU	chr9	35083993	True
ALU	chr9	37594289	True
ALU	chr9	38767749	True
ALU	chr9	67830801	False
ALU	chr9	69924568	True
ALU	chr9	71227458	True
ALU	chr9	73840977	False
ALU	chr9	74544733	True
ALU	chr9	75231527	True
ALU	chr9	75542997	True
ALU	chr9	76238731	True
ALU	chr9	77661270	True
ALU	chr9	78951992	True
ALU	chr9	79451338	True
ALU	chr9	79609685	False
ALU	chr9	87345748	False
ALU	chr9	91099734	True
ALU	chr9	92443508	False
ALU	chr9	93057534	True
ALU	chr9	93194586	True
ALU	chr9	93726061	False
ALU	chr9	95282397	True
ALU	chr9	95680548	True
ALU	chr9	96371379	True
ALU	chr9	97314198	True
ALU	chr9	97387362	True
ALU	chr9	97449086	False
ALU	chr9	99063630	False
ALU	chr9	103223459	True
ALU	chr9	104223864	True
ALU	chr9	105450580	True
ALU	chr9	109235325	False
ALU	chr9	110762699	True
ALU	chr9	113491491	True
ALU	chr9	113571294	True
ALU	chr9	117928280	True
ALU	chr9	118509743	True
ALU	chr9	119752614	True
ALU	chr9	123055266	True
ALU	chr9	128576354	False
ALU	chr9	128980140	True
ALU	chr9	130094007	False
ALU	chr9	131479418	False
ALU	chr9	132188233	False
ALU	chr9	134245642	True
ALU	chr9	138966466	False
ALU	chr9	139662936	True
ALU	chrUn_gl000219	48619	False
ALU	chrUn_gl000237	50	True
ALU	chrX	2998309	True
ALU	chrX	4966933	False
ALU	chrX	4967529	False
ALU	chrX	13475542	False
ALU	chrX	14917265	True
ALU	chrX	18355477	False
ALU	chrX	28446553	True
ALU	chrX	31275248	True
ALU	chrX	31470362	True
ALU	chrX	32001154	True
ALU	chrX	32069112	False
ALU	chrX	33302816	True
ALU	chrX	34242380	True
ALU	chrX	35028100	True
ALU	chrX	35429573	True
ALU	chrX	46831338	False
ALU	chrX	46883192	False
ALU	chrX	47361575	False
ALU	chrX	48684103	False
ALU	chrX	48941191	False
ALU	chrX	51394643	False
ALU	chrX	70135992	True
ALU	chrX	76574683	True
ALU	chrX	77645963	False
ALU	chrX	78455945	False
ALU	chrX	83381577	False
ALU	chrX	83562244	False
ALU	chrX	83562895	False
ALU	chrX	87554913	False
ALU	chrX	87555541	False
ALU	chrX	87976530	True
ALU	chrX	88028351	True
ALU	chrX	91680143	True
ALU	chrX	91989152	False
ALU	chrX	92934906	True
ALU	chrX	95836572	True
ALU	chrX	96072809	False
ALU	chrX	106744690	True
ALU	chrX	109061727	False
ALU	chrX	112134185	True
ALU	chrX	116838799	True
ALU	chrX	117634506	False
ALU	chrX	119527850	True
ALU	chrX	119925016	False
ALU	chrX	122672417	True
ALU	chrX	126290695	True
ALU	chrX	126583405	True
ALU	chrX	127745514	False
ALU	chrX	130922042	True
ALU	chrX	131875448	True
ALU	chrX	136349779	True
ALU	chrX	136957299	True
ALU	chrX	143424710	False
ALU	chrX	149451212	False
ALU	chrX	152001802	True
ALU	chrX	153522631	True
ALU	chrY	3407595	False
ALU	chrY	4377485	False
ALU	chrY	10017666	False
